         664316 function calls (653253 primitive calls) in 2.797 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 conv.py:932(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 activation.py:361(SiLU)
        1    0.000    0.000    0.000    0.000 activation.py:790(Softshrink)
        1    0.000    0.000    0.000    0.000 activation.py:1147(Softmax)
        1    0.000    0.000    0.000    0.000 loss.py:29(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:216(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:1180(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:309(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:812(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 rnn.py:812(RNNCell)
        1    0.000    0.000    0.000    0.000 rnn.py:900(LSTMCell)
        1    0.000    0.000    0.000    0.000 rnn.py:978(GRUCell)
        1    0.000    0.000    0.000    0.000 fold.py:154(Unfold)
        1    0.000    0.000    0.000    0.000 transformer.py:145(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 flatten.py:8(Flatten)
        1    0.000    0.000    0.000    0.000 __init__.py:17(Quantize)
        1    0.000    0.000    0.000    0.000 _script.py:673(_get_methods)
        8    0.000    0.000    0.000    0.000 _script.py:718(_make_fail)
        1    0.000    0.000    0.000    0.000 _builtins.py:95(_gen_torch_functional_registered_ops)
        1    0.000    0.000    0.000    0.000 normalization.py:39(GroupNorm)
        1    0.000    0.000    0.000    0.000 conv.py:260(Conv2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:11(_ConvBnNd)
        1    0.000    0.000    0.000    0.000 _ops.py:69(_Ops)
        1    0.000    0.000    0.000    0.000 functional_modules.py:86(QFunctional)
        1    0.000    0.000    0.000    0.000 adadelta.py:4(Adadelta)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 client.py:1393(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.001    0.001 chi2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:31(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:402(TanhTransform)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:8(LogisticNormal)
        1    0.000    0.000    0.000    0.000 conv_relu.py:9(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 symbolic_trace.py:46(Tracer)
        1    0.000    0.000    0.000    0.000 proxy.py:76(Proxy)
        1    0.000    0.000    0.000    0.000 sampler.py:73(RandomSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:151(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 distributed.py:12(DistributedSampler)
        1    0.000    0.000    0.000    0.000 dataloader.py:481(_MultiProcessingDataLoaderIter)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:26(merge_dicts)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:22(add_docstr_all)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        3    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 os.py:772(getenv)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        1    0.000    0.000    0.000    0.000 contextlib.py:70(__call__)
        1    0.000    0.000    0.000    0.000 re.py:315(filter)
        1    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:462(get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:551(RcParams)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:2057(NullHandler)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:315(compile_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:519(__init__)
        5    0.000    0.000    0.000    0.000 pathlib.py:1178(stat)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 subprocess.py:240(_cleanup)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        8    0.000    0.000    0.000    0.000 __init__.py:55(fget)
        1    0.000    0.000    0.000    0.000 __init__.py:599(Stack)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:388(_GzipReader)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(outer)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
       31    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vander)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(polyval)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 core.py:1316(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_dpi)
        3    0.000    0.000    0.000    0.000 rcsetup.py:530(validate_ps_distiller)
        3    0.000    0.000    0.000    0.000 rcsetup.py:942(validate_hist_bins)
        8    0.000    0.000    0.000    0.000 animation.py:114(wrapper)
        8    0.000    0.000    0.000    0.000 animation.py:104(register)
        1    0.000    0.000    0.000    0.000 animation.py:1430(TimedAnimation)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 Image.py:3066(register_open)
        1    0.000    0.000    0.000    0.000 Image.py:3285(Exif)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1361(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:419(ColorConverter)
        3    0.000    0.000    0.000    0.000 colors.py:1443(Norm)
        1    0.000    0.000    0.000    0.000 colors.py:1917(LightSource)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:145(ChunkStream)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:668(PngImageFile)
        1    0.000    0.000    0.000    0.000 scale.py:542(LogitScale)
        1    0.000    0.000    0.000    0.000 ticker.py:245(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2031(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:2578(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:81(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:1128(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1661(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1744(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2495(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2659(AffineDeltaTransform)
       11    0.000    0.000    0.000    0.000 _color_data.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:493(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6716(unicode_set)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        6    0.000    0.000    0.000    0.000 _enums.py:27(_deprecate_case_insensitive_join_cap)
        1    0.000    0.000    0.000    0.000 _enums.py:204(<listcomp>)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:667(_result)
        2    0.000    0.000    0.000    0.000 pyplot.py:2046(colormaps)
        1    0.000    0.000    0.000    0.000 colorbar.py:1158(Colorbar)
        1    0.000    0.000    0.000    0.000 collections.py:1391(LineCollection)
        1    0.000    0.000    0.000    0.000 artist.py:67(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 text.py:1295(OffsetFrom)
        1    0.000    0.000    0.000    0.000 patches.py:1141(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1596(Arc)
       12    0.000    0.000    0.000    0.000 patches.py:1924(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:3196(_Bracket)
       11    0.000    0.000    0.000    0.000 dataclasses.py:378(<genexpr>)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1001(wrap)
        1    0.000    0.000    0.000    0.000 _mathtext.py:443(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:644(StixFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1085(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1412(Vlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1755(Ship)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<lambda>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:32(BlockingInput)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2829(_Mode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3514(_Backend)
        1    0.000    0.000    0.000    0.000 backend_tools.py:906(ToolPan)
        1    0.000    0.000    0.000    0.000 widgets.py:2931(Lasso)
        1    0.000    0.000    0.000    0.000 image.py:841(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:1137(PcolorImage)
        1    0.000    0.000    0.000    0.000 core.py:214(reload_library)
        1    0.000    0.000    0.000    0.000 legend.py:51(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1719(DraggableOffsetBox)
        3    0.000    0.000    0.000    0.000 legend_handler.py:385(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:588(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:897(Barbs)
        1    0.000    0.000    0.000    0.000 streamplot.py:369(StreamMask)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 axis.py:479(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:546(Ticker)
        1    0.000    0.000    0.000    0.000 geo.py:319(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:661(RadialAxis)
        1    0.000    0.000    0.000    0.000 art3d.py:332(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:503(Path3DCollection)
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:26(ExecutionStats)
        2    0.000    0.000    0.000    0.000 serialization.py:69(register_package)
        1    0.000    0.000    0.000    0.000 tarfile.py:334(_Stream)
        1    0.000    0.000    0.000    0.000 __init__.py:195(cudaStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:199(CudaError)
        1    0.000    0.000    0.000    0.000 streams.py:113(Event)
        1    0.000    0.000    0.000    0.000 nvtx.py:4(_NVTXStub)
        1    0.000    0.000    0.000    0.000 functional.py:352(meshgrid)
        1    0.000    0.000    0.000    0.000 parameter.py:6(Parameter)
        1    0.000    0.000    0.000    0.000 linear.py:110(Bilinear)
       22    0.000    0.000    0.000    0.000 _jit_internal.py:750(is_scripting)
        4    0.000    0.000    0.000    0.000 function.py:301(_iter_filter)
        1    0.000    0.000    0.000    0.000 grad_mode.py:132(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:6(detect_anomaly)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:83(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:546(_LiteralForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1387(Protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1578(SupportsIndex)
        1    0.000    0.000    0.000    0.000 conv.py:425(Conv3d)
        1    0.000    0.000    0.000    0.000 activation.py:66(ReLU)
        1    0.000    0.000    0.000    0.000 activation.py:109(RReLU)
        1    0.000    0.000    0.000    0.000 activation.py:302(Hardsigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:831(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 activation.py:1231(LogSoftmax)
        1    0.000    0.000    0.000    0.000 loss.py:533(BCEWithLogitsLoss)
        1    0.000    0.000    0.000    0.000 loss.py:635(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:695(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1116(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 distance.py:45(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 pooling.py:33(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:598(AvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:873(LPPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1053(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:90(_BatchNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:6(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:62(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 padding.py:27(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:176(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:197(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:7(PixelShuffle)
        1    0.000    0.000    0.000    0.000 upsampling.py:152(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:197(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 data_parallel.py:40(DataParallel)
        2    0.000    0.000    0.000    0.000 annotations.py:27(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:167(Conv1d)
        1    0.000    0.000    0.000    0.000 linear.py:100(Linear)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:167(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(Optimizer)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 request.py:1227(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 constraints.py:214(_Interval)
        1    0.000    0.000    0.000    0.000 chi2.py:5(Chi2)
        1    0.000    0.000    0.000    0.000 transforms.py:438(AbsTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:706(StackTransform)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:93(RelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:87(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 __init__.py:29(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 __init__.py:50(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 __init__.py:40(__init__)
        1    0.000    0.000    0.000    0.000 rnn.py:430(RNNCellBase)
        1    0.000    0.000    0.000    0.000 rnn.py:649(LSTMCell)
        1    0.000    0.000    0.000    0.000 custom_module_class_mappings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:44(ObserverBase)
        1    0.000    0.000    0.000    0.000 quantize.py:202(Quantizer)
        1    0.000    0.000    0.000    0.000 dataset.py:42(IterableDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:227(ChainDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:256(Subset)
        1    0.000    0.000    0.000    0.000 dataloader.py:400(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_init}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(_get_parent_path)
        1    0.000    0.000    0.000    0.000 os.py:806(fsencode)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 types.py:72(resolve_bases)
        2    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        2    0.000    0.000    0.000    0.000 weakref.py:341(__init__)
        9    0.000    0.000    0.000    0.000 enum.py:906(<lambda>)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1030(expand_template)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        2    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
       30    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:250(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        2    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 __init__.py:26(classproperty)
        1    0.000    0.000    0.000    0.000 __init__.py:585(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:818(Grouper)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(dot)
        1    0.000    0.000    0.000    0.000 numerictypes.py:232(obj2sctype)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:112(<genexpr>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1179(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(lstsq)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:2(polyfit)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        1    0.000    0.000    0.000    0.000 extras.py:1520(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:48(ValidateInStrings)
        6    0.000    0.000    0.000    0.000 rcsetup.py:184(_validate_tex_preamble)
        2    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_fontsize_None)
        3    0.000    0.000    0.000    0.000 rcsetup.py:692(validate_bbox)
        1    0.000    0.000    0.000    0.000 animation.py:98(MovieWriterRegistry)
        1    0.000    0.000    0.000    0.000 animation.py:547(FFMpegBase)
        1    0.000    0.000    0.000    0.000 animation.py:656(AVConvBase)
        1    0.000    0.000    0.000    0.000 animation.py:1564(FuncAnimation)
        1    0.000    0.000    0.000    0.000 ElementTree.py:495(QName)
        1    0.000    0.000    0.000    0.000 colors.py:86(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:837(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1095(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:1545(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1634(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 ImageFile.py:89(ImageFile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:349(Parser)
        1    0.000    0.000    0.000    0.000 ImageFile.py:574(PyCodecState)
