         664316 function calls (653253 primitive calls) in 2.797 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       29    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
       35    0.000    0.000    0.000    0.000 transforms.py:1299(__init_subclass__)
      227    0.000    0.000    0.000    0.000 rcsetup.py:137(validate_bool)
      300    0.000    0.000    0.001    0.000 typing.py:351(<genexpr>)
      576    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _script.py:8(<module>)
       23    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method meshgrid}
       85    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       81    0.000    0.000    0.002    0.000 abc.py:125(__new__)
        2    0.000    0.000    0.000    0.000 inspect.py:316(getmembers)
       73    0.000    0.000    0.000    0.000 rcsetup.py:88(<listcomp>)
       40    0.000    0.000    0.000    0.000 colors.py:1028(__init__)
      194    0.000    0.000    0.000    0.000 pyplot.py:83(_copy_docstring_and_deprecators)
      763    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
       25    0.000    0.000    0.005    0.000 pyparsing.py:1283(_trim_arity)
        1    0.000    0.000    0.001    0.001 markers.py:147(MarkerStyle)
      281    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3928(streamline)
      325    0.000    0.000    0.000    0.000 typing.py:660(__eq__)
      732    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       30    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fold.py:9(Fold)
       29    0.000    0.000    0.000    0.000 inspect.py:3035(__str__)
        1    0.000    0.000    0.010    0.010 ssl.py:91(<module>)
      235    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        1    0.000    0.000    0.003    0.003 api.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      882    0.000    0.000    0.000    0.000 _builtins.py:105(_is_special_functional_bound_op)
      114    0.000    0.000    0.016    0.000 linecache.py:15(getline)
       21    0.000    0.000    0.005    0.000 pyparsing.py:1518(setParseAction)
      252    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
       26    0.000    0.000    0.018    0.001 traceback.py:200(extract_stack)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
        1    0.000    0.000    0.044    0.044 __init__.py:13(<module>)
       19    0.000    0.000    0.001    0.000 path.py:98(__init__)
        1    0.000    0.000    0.001    0.001 axes3d.py:40(Axes3D)
      634    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.010    0.010 pyparsing.py:6398(pyparsing_common)
      536    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       17    0.000    0.000    0.001    0.000 deprecation.py:297(rename_parameter)
       27    0.000    0.000    0.000    0.000 typing.py:849(__init_subclass__)
      562    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 deprecation.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        1    0.000    0.000    0.000    0.000 client.py:231(HTTPResponse)
      746    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       32    0.000    0.000    0.001    0.000 enum.py:130(__prepare__)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
       90    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
        1    0.000    0.000    0.001    0.001 quantization_patterns.py:1(<module>)
        1    0.000    0.000    0.062    0.062 multiarray.py:7(<module>)
        7    0.000    0.000    0.005    0.001 tokenize.py:350(detect_encoding)
       24    0.000    0.000    0.000    0.000 dviread.py:167(decorate)
        1    0.000    0.000    0.048    0.048 _jit_internal.py:5(<module>)
        1    0.000    0.000    0.001    0.001 annotations.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      274    0.000    0.000    0.000    0.000 function_base.py:437(_add_docstring)
       21    0.000    0.000    0.000    0.000 grad_mode.py:19(__call__)
      126    0.000    0.000    0.000    0.000 colors.py:846(__init__)
     1399    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      117    0.000    0.000    0.001    0.000 inspect.py:2843(replace)
        1    0.000    0.000    0.002    0.002 typing.py:19(<module>)
       69    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        3    0.000    0.000    0.013    0.004 rnn.py:1(<module>)
      175    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.006    0.000 enum.py:638(_convert)
        1    0.000    0.000    0.012    0.012 random.py:38(<module>)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
       40    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       31    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.003    0.003 distributed_c10d.py:1(<module>)
        2    0.000    0.000    0.024    0.012 __init__.py:8(<module>)
      941    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      908    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        1    0.000    0.000    0.000    0.000 linalg.py:477(inv)
       32    0.000    0.000    0.000    0.000 colors.py:377(<setcomp>)
        1    0.000    0.000    0.006    0.006 serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      384    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      172    0.000    0.000    0.000    0.000 deprecation.py:121(deprecated)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
      116    0.000    0.000    0.031    0.000 re.py:234(compile)
       22    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 transforms.py:2415(CompositeAffine2D)
        1    0.000    0.000    0.001    0.001 _tensor_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:662(<dictcomp>)
       26    0.000    0.000    0.023    0.001 __init__.py:783(rc_params_from_file)
      131    0.000    0.000    0.000    0.000 rcsetup.py:63(__call__)
       31    0.000    0.000    0.001    0.000 _base.py:51(__init__)
      692    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7ffbeae51050}
    53/48    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
       34    0.000    0.000    0.000    0.000 deprecation.py:393(<listcomp>)
        1    0.000    0.000    0.003    0.003 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
       82    0.000    0.000    0.001    0.000 __init__.py:1922(make_alias)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
       11    0.000    0.000    0.071    0.006 artist.py:1692(kwdoc)
        1    0.000    0.000    0.008    0.008 _mathtext.py:3(<module>)
       20    0.000    0.000    0.001    0.000 typing.py:824(__class_getitem__)
        1    0.000    0.000    0.000    0.000 loss.py:299(KLDivLoss)
        1    0.000    0.000    0.003    0.003 frontend.py:1(<module>)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:10(<module>)
        1    0.000    0.000    0.015    0.015 quantization_mappings.py:1(<module>)
      127    0.000    0.000    0.003    0.000 {built-in method builtins.next}
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       32    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:70(_wrapreduction)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
      161    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
      385    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       15    0.000    0.000    0.001    0.000 deprecation.py:436(make_keyword_only)
      484    0.000    0.000    0.000    0.000 artist.py:1437(<genexpr>)
        6    0.000    0.000    0.000    0.000 profiler.py:693(attr_formatter)
        1    0.000    0.000    0.046    0.046 request.py:68(<module>)
      264    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      145    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
       30    0.000    0.000    0.001    0.000 __init__.py:1928(getLogger)
      140    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
        1    0.000    0.000    0.003    0.003 rrule.py:7(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1696(URLopener)
       47    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
      262    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       41    0.000    0.000    0.000    0.000 deprecation.py:194(finalize)
        1    0.000    0.000    0.003    0.003 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 gridspec.py:339(GridSpec)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
      173    0.000    0.000    0.001    0.000 typing.py:634(<genexpr>)
        1    0.000    0.000    0.001    0.001 module.py:178(Module)
       32    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
      160    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1448(<dictcomp>)
        2    0.000    0.000    0.001    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:7(<module>)
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       32    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
       47    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
       14    0.000    0.000    0.001    0.000 __init__.py:194(warn_external)
       30    0.000    0.000    0.001    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       12    0.000    0.000    0.021    0.002 artist.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2842(NavigationToolbar2)
        2    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.005    0.005 numerictypes.py:81(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
       35    0.000    0.000    0.000    0.000 inspect.py:1799(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
       16    0.000    0.000    0.003    0.000 rcsetup.py:795(cycler)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
        5    0.000    0.000    0.001    0.000 utils.py:1(<module>)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
       31    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
       24    0.000    0.000    0.005    0.000 pyparsing.py:1291(extract_stack)
        2    0.000    0.000    0.000    0.000 {built-in method zeros}
       37    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4031(streamline)
        1    0.000    0.000    0.009    0.009 patches.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.009    0.009 inspect.py:27(<module>)
        1    0.000    0.000    0.016    0.016 dates.py:149(<module>)
      128    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      175    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
        1    0.000    0.000    0.005    0.005 reduction.py:10(<module>)
        2    0.000    0.000    0.002    0.001 profiler.py:1(<module>)
       33    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
      114    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.004    0.004 fontconfig_pattern.py:62(__init__)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       31    0.000    0.000    0.000    0.000 warnings.py:470(__enter__)
        1    0.000    0.000    0.005    0.005 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:360(_populate)
       63    0.000    0.000    0.002    0.000 colors.py:968(reversed)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        2    0.000    0.000    0.008    0.004 shape_base.py:1(<module>)
       21    0.000    0.000    0.000    0.000 grad_mode.py:80(__init__)
        1    0.000    0.000    0.000    0.000 transformer.py:16(Transformer)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
      448    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
