         1079090 function calls (1068027 primitive calls) in 10.054 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
      249    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       69    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        7    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       12    0.000    0.000    0.020    0.002 artist.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 rnn.py:690(GRUCell)
        7    0.000    0.000    0.000    0.000 tokenize.py:443(open)
       20    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        1    0.000    0.000    0.004    0.004 __init__.py:41(<module>)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
       96    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      133    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      175    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
        1    0.000    0.000    0.005    0.005 font_manager.py:14(<module>)
        1    0.000    0.000    0.011    0.011 __init__.py:134(_load_global_deps)
        1    0.000    0.000    0.001    0.001 frontend.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1696(URLopener)
       33    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
      146    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
      191    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       32    0.000    0.000    0.000    0.000 enum.py:64(__init__)
      212    0.000    0.000    0.000    0.000 transforms.py:1304(<genexpr>)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4031(streamline)
      220    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.014    0.014 animation.py:19(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        3    0.000    0.000    0.002    0.001 patches.py:1916(<listcomp>)
        1    0.000    0.000    0.001    0.001 distributed_c10d.py:1(<module>)
       34    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
        1    0.000    0.000    0.032    0.032 _axes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gumbel.py:1(<module>)
       40    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
      126    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
      173    0.000    0.000    0.000    0.000 typing.py:634(<genexpr>)
        1    0.000    0.000    0.014    0.014 _jit_internal.py:5(<module>)
        3    0.000    0.000    0.003    0.001 rnn.py:1(<module>)
        1    0.000    0.000    0.006    0.006 quantization_mappings.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:1923(Parser)
        1    0.000    0.000    0.000    0.000 polar.py:460(_ThetaShift)
        4    0.000    0.000    0.000    0.000 {built-in method tensor}
       38    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
       46    0.000    0.000    0.000    0.000 deprecation.py:230(finalize)
        5    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2415(CompositeAffine2D)
        1    0.000    0.000    0.013    0.013 backend_bases.py:26(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:40(Tensor)
        1    0.000    0.000    0.001    0.001 _builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
      219    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4466(leaveWhitespace)
      3/2    0.000    0.000    0.014    0.007 pyplot.py:217(switch_backend)
        1    0.000    0.000    0.000    0.000 patches.py:22(Patch)
       32    0.000    0.000    0.000    0.000 tensor.py:596(__hash__)
        6    0.000    0.000    0.000    0.000 profiler.py:693(attr_formatter)
        9    0.000    0.000    0.004    0.000 _ops.py:57(__getattr__)
      217    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       31    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
       37    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       86    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        3    0.000    0.000    0.015    0.005 __init__.py:15(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.074    0.074 figure.py:15(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:28(_make_grads)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
      131    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       10    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       24    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       35    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       51    0.000    0.000    0.000    0.000 rcsetup.py:431(validate_fontsize)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       28    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
       20    0.000    0.000    0.000    0.000 colors.py:1068(reversed)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:581(_ReducedHCT_Element)
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:429(polyfit)
       41    0.000    0.000    0.000    0.000 rcsetup.py:49(__init__)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
       14    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       32    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.037    0.037 collections.py:10(<module>)
        1    0.000    0.000    0.032    0.032 text.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3611(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:222(<listcomp>)
        1    0.000    0.000    0.001    0.001 _trace.py:9(<module>)
       26    0.000    0.000    0.000    0.000 pathlib.py:830(stem)
       14    0.000    0.000    0.000    0.000 deprecation.py:37(_generate_deprecation_warning)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
        3    0.000    0.000    0.000    0.000 _six.py:46(__new__)
        1    0.000    0.000    0.000    0.000 tarfile.py:30(<module>)
       32    0.000    0.000    0.000    0.000 enum.py:157(<dictcomp>)
       26    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      114    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
        1    0.000    0.000    0.092    0.092 colorbar.py:29(<module>)
        1    0.000    0.000    0.006    0.006 _base.py:1(<module>)
       32    0.000    0.000    0.002    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.003    0.003 PngImagePlugin.py:34(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.004    0.004 quantize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(wait)
       14    0.000    0.000    0.001    0.000 deprecation.py:65(warn_deprecated)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
      160    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4686(parseImpl)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4779(parseImpl)
        1    0.000    0.000    0.001    0.001 module.py:178(Module)
        1    0.000    0.000    0.002    0.002 qconfig.py:1(<module>)
        2    0.000    0.000    0.006    0.003 __init__.py:6(<module>)
       87    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       31    0.000    0.000    0.000    0.000 warnings.py:489(__exit__)
       45    0.000    0.000    0.000    0.000 re.py:187(sub)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        8    0.000    0.000    0.000    0.000 deprecation.py:456(<listcomp>)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
       44    0.000    0.000    0.000    0.000 core.py:138(get_object_signature)
       44    0.000    0.000    0.000    0.000 docstring.py:43(update)
        1    0.000    0.000    0.004    0.004 ticker.py:167(<module>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.012    0.012 axes3d.py:11(<module>)
       20    0.000    0.000    0.000    0.000 grad_mode.py:166(__init__)
        1    0.000    0.000    0.000    0.000 loss.py:299(KLDivLoss)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        9    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       29    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        4    0.000    0.000    0.000    0.000 enum.py:877(_decompose)
       87    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
       35    0.000    0.000    0.000    0.000 pathlib.py:682(_from_parsed_parts)
       36    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:2249(any)
        1    0.000    0.000    0.003    0.003 ElementTree.py:34(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
      141    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.009    0.009 lines.py:4(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:2(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       32    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
      145    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.001    0.001 secrets.py:7(<module>)
        1    0.000    0.000    0.006    0.006 scale.py:8(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
      152    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      252    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       35    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       33    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       29    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
       12    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
       26    0.000    0.000    0.000    0.000 pathlib.py:1044(_make_child_relpath)
       12    0.000    0.000    0.000    0.000 __init__.py:1942(get_aliased_and_aliases)
       16    0.000    0.000    0.000    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
      255    0.000    0.000    0.000    0.000 rcsetup.py:56(func)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.001    0.001 dataclasses.py:795(_process_class)
        1    0.000    0.000    0.000    0.000 quiver.py:897(Barbs)
        4    0.000    0.000    0.017    0.004 linear.py:1(<module>)
        1    0.000    0.000    0.013    0.013 client.py:69(<module>)
       86    0.000    0.000    0.000    0.000 kl.py:70(decorator)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        6    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
      134    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        1    0.000    0.000    0.001    0.001 image.py:4(<module>)
       10    0.000    0.000    0.000    0.000 grad_mode.py:85(__enter__)
        4    0.000    0.000    0.000    0.000 _script.py:169(__init__)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.009    0.009 quantize.py:2(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1019(__getattr__)
       30    0.000    0.000    0.002    0.000 __init__.py:571(__init__)
       31    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.006    0.006 hashlib.py:54(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        1    0.000    0.000    0.053    0.053 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:185(Dvi)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
        2    0.000    0.000    0.009    0.005 activation.py:1(<module>)
       86    0.000    0.000    0.000    0.000 kl.py:39(register_kl)
       60    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:133(check_shape)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
       37    0.000    0.000    0.000    0.000 rcsetup.py:547(_validate_linestyle)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:617(Axis)
       38    0.000    0.000    0.001    0.000 typing.py:1202(_alias)
        1    0.000    0.000    0.001    0.001 module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       32    0.000    0.000    0.000    0.000 enum.py:340(__getattr__)
      312    0.000    0.000    0.000    0.000 __init__.py:637(__iter__)
        7    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.010    0.010 tempfile.py:24(<module>)
      161    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
       19    0.000    0.000    0.000    0.000 path.py:190(_update_values)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
        1    0.000    0.000    0.052    0.052 _subplots.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_agg.py:20(<module>)
        2    0.000    0.000    0.004    0.002 _utils.py:1(<module>)
        2    0.000    0.000    0.001    0.000 profiler.py:1(<module>)
        2    0.000    0.000    0.000    0.000 distributed.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 enum.py:895(<listcomp>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
       31    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.003    0.003 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:48(<module>)
        1    0.000    0.000    0.002    0.002 dataloader.py:6(<module>)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      102    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.004    0.004 platform.py:10(<module>)
      101    0.000    0.000    0.000    0.000 docstring.py:67(do_copy)
        1    0.000    0.000    0.000    0.000 colors.py:87(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 lines.py:199(Line2D)
        1    0.000    0.000    0.000    0.000 gridspec.py:580(SubplotSpec)
       15    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        2    0.000    0.000    0.004    0.002 conv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
       55    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       31    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:835(__or__)
        2    0.000    0.000    0.000    0.000 __init__.py:411(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1674(FigureCanvasBase)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
       75    0.000    0.000    0.000    0.000 _script.py:678(<lambda>)
        1    0.000    0.000    0.000    0.000 optimizer.py:207(add_param_group)
        1    0.000    0.000    0.003    0.003 reduction.py:10(<module>)
       13    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
    84/52    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
       31    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.033    0.033 overrides.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       56    0.000    0.000    0.000    0.000 patches.py:1946(_register_style)
        1    0.000    0.000    0.004    0.004 axis.py:3(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        2    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
       20    0.000    0.000    0.000    0.000 _jit_internal.py:773(_qualified_name)
        1    0.000    0.000    0.000    0.000 reductions.py:331(init_reductions)
        1    0.000    0.000    0.000    0.000 dataset.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       26    0.000    0.000    0.000    0.000 os.py:754(encode)
      135    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
        4    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
       35    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       27    0.000    0.000    0.000    0.000 pathlib.py:795(name)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        1    0.000    0.000    0.008    0.008 _internal.py:6(<module>)
        1    0.000    0.000    0.009    0.009 __init__.py:124(<module>)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
      101    0.000    0.000    0.000    0.000 docstring.py:65(copy)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
        1    0.000    0.000    0.003    0.003 font_manager.py:997(json_load)
        3    0.000    0.000    0.002    0.001 patches.py:1912(pprint_styles)
        1    0.000    0.000    0.002    0.002 legend.py:22(<module>)
        1    0.000    0.000    0.000    0.000 overrides.py:19(<module>)
      125    0.000    0.000    0.000    0.000 pattern_utils.py:19(insert)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:2(<module>)
       37    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:29(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:82(_listify_validator)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 artist.py:90(Artist)
      112    0.000    0.000    0.000    0.000 patches.py:1930(<genexpr>)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _recursive.py:1(<module>)
        1    0.000    0.000    0.020    0.020 hub.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       96    0.000    0.000    0.000    0.000 inspect.py:2226(<lambda>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
       63    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
       18    0.000    0.000    0.002    0.000 rcsetup.py:461(validate_font_properties)
       32    0.000    0.000    0.000    0.000 rcsetup.py:877(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 _subplots.py:163(subplot_class_factory)
      120    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        6    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.000    0.000 frontend.py:472(ExprBuilder)
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
      125    0.000    0.000    0.000    0.000 pattern_utils.py:18(register_quant_pattern)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       31    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       21    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
       47    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        1    0.000    0.000    0.005    0.005 subprocess.py:42(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:74(<module>)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 _subplots.py:9(SubplotBase)
        1    0.000    0.000    0.000    0.000 table.py:232(Table)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       14    0.000    0.000    0.002    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.009    0.009 _pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        6    0.000    0.000    0.000    0.000 colors.py:1406(_make_norm_from_scale)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
        9    0.000    0.000    0.001    0.000 patches.py:2015(__init_subclass__)
        1    0.000    0.000    0.000    0.000 mathtext.py:388(<dictcomp>)
        1    0.000    0.000    0.014    0.014 core.py:12(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
